date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2006-04-28 05:00:00,1.25284,1.25594,1.25664,1.25234,1.25305,1.25615,1.25685,1.25255,2237
2006-04-28 09:00:00,1.25594,1.25564,1.25674,1.25274,1.25615,1.25585,1.25695,1.25295,2691
2006-04-28 13:00:00,1.25564,1.26274,1.26334,1.25444,1.25585,1.26295,1.26355,1.25465,2644
2006-04-28 17:00:00,1.26274,1.26144,1.26314,1.26054,1.26295,1.26165,1.26335,1.26075,1771
2006-04-30 17:00:00,1.26144,1.26294,1.26354,1.26144,1.26165,1.26315,1.26375,1.26165,354
2006-04-30 21:00:00,1.26294,1.26144,1.26334,1.26104,1.26315,1.26165,1.26355,1.26125,742
2006-05-01 01:00:00,1.26144,1.26254,1.26384,1.26064,1.26165,1.26275,1.26405,1.26085,1410
2006-05-01 05:00:00,1.26254,1.26134,1.26414,1.26134,1.26275,1.26155,1.26435,1.26155,3334
2006-05-01 09:00:00,1.26134,1.26684,1.26764,1.26104,1.26155,1.26705,1.26785,1.26125,2398
2006-05-01 13:00:00,1.26684,1.26174,1.26884,1.25964,1.26705,1.26195,1.26905,1.25985,2817
2006-05-01 17:00:00,1.26174,1.25874,1.26264,1.25534,1.26195,1.25895,1.26285,1.25555,2242
2006-05-01 21:00:00,1.25874,1.25714,1.25904,1.25594,1.25895,1.25735,1.25925,1.25615,736
2006-05-02 01:00:00,1.25714,1.25784,1.25874,1.25704,1.25735,1.25805,1.25895,1.25725,652
2006-05-02 05:00:00,1.25784,1.26184,1.26324,1.25584,1.25805,1.26205,1.26345,1.25605,2532
2006-05-02 09:00:00,1.26184,1.26374,1.26674,1.26164,1.26205,1.26395,1.26695,1.26185,2527
2006-05-02 13:00:00,1.26374,1.26094,1.26544,1.26064,1.26395,1.26115,1.26565,1.26085,2625
2006-05-02 17:00:00,1.26094,1.26124,1.26324,1.26074,1.26115,1.26145,1.26345,1.26095,1968
2006-05-02 21:00:00,1.26124,1.26174,1.26184,1.26054,1.26145,1.26195,1.26205,1.26075,548
2006-05-03 01:00:00,1.26174,1.26414,1.26484,1.26174,1.26195,1.26435,1.26505,1.26195,865
2006-05-03 05:00:00,1.26414,1.26414,1.26694,1.26174,1.26435,1.26435,1.26715,1.26195,1593
2006-05-03 09:00:00,1.26414,1.26264,1.26444,1.26194,1.26435,1.26285,1.26465,1.26215,2121
2006-05-03 13:00:00,1.26264,1.26384,1.26584,1.25894,1.26285,1.26405,1.26605,1.25915,3046
2006-05-03 17:00:00,1.26384,1.26314,1.26524,1.26214,1.26405,1.26335,1.26545,1.26235,1870
2006-05-03 21:00:00,1.26314,1.26334,1.26424,1.26184,1.26335,1.26355,1.26445,1.26205,547
2006-05-04 01:00:00,1.26334,1.26204,1.26364,1.26074,1.26355,1.26225,1.26385,1.26095,875
2006-05-04 05:00:00,1.26204,1.25844,1.26284,1.25704,1.26225,1.25865,1.26305,1.25725,1985
2006-05-04 09:00:00,1.25844,1.26084,1.26384,1.25814,1.25865,1.26105,1.26405,1.25835,2095
2006-05-04 13:00:00,1.26084,1.26814,1.26964,1.26064,1.26105,1.26835,1.26985,1.26085,3002
2006-05-04 17:00:00,1.26814,1.26904,1.27244,1.26774,1.26835,1.26925,1.27265,1.26795,1894
2006-05-04 21:00:00,1.26904,1.26904,1.27124,1.26854,1.26925,1.26925,1.27145,1.26875,777
2006-05-05 01:00:00,1.26904,1.26984,1.27024,1.26834,1.26925,1.27005,1.27045,1.26855,658
2006-05-05 05:00:00,1.26984,1.26854,1.27044,1.26734,1.27005,1.26875,1.27065,1.26755,1606
2006-05-05 09:00:00,1.26854,1.27414,1.27644,1.26744,1.26875,1.27435,1.27665,1.26765,2243
2006-05-05 13:00:00,1.27414,1.27444,1.27634,1.27164,1.27435,1.27465,1.27655,1.27185,2722
2006-05-05 17:00:00,1.27444,1.27334,1.27454,1.27264,1.27465,1.27355,1.27475,1.27285,1686
2006-05-07 17:00:00,1.27274,1.27434,1.27394,1.27244,1.27295,1.27455,1.27415,1.27265,459
2006-05-07 21:00:00,1.27334,1.27214,1.27504,1.27194,1.27355,1.27235,1.27525,1.27215,736
2006-05-08 01:00:00,1.27214,1.27324,1.27324,1.27124,1.27235,1.27345,1.27345,1.27145,958
2006-05-08 05:00:00,1.27324,1.27704,1.27864,1.27244,1.27345,1.27725,1.27885,1.27265,1791
2006-05-08 09:00:00,1.27704,1.27464,1.27784,1.27414,1.27725,1.27485,1.27805,1.27435,2198
2006-05-08 13:00:00,1.27464,1.27124,1.27514,1.26944,1.27485,1.27145,1.27535,1.26965,2408
2006-05-08 17:00:00,1.27124,1.27094,1.27154,1.26914,1.27145,1.27115,1.27175,1.26935,1810
2006-05-08 21:00:00,1.27094,1.26964,1.27124,1.26854,1.27115,1.26985,1.27145,1.26875,586
2006-05-09 01:00:00,1.26964,1.26934,1.27084,1.26814,1.26985,1.26955,1.27105,1.26835,804
2006-05-09 05:00:00,1.26934,1.26944,1.27044,1.26584,1.26955,1.26965,1.27065,1.26605,1863
2006-05-09 09:00:00,1.26944,1.27084,1.27124,1.26714,1.26965,1.27105,1.27145,1.26735,1882
2006-05-09 13:00:00,1.27084,1.27544,1.27834,1.27054,1.27105,1.27565,1.27855,1.27075,2725
2006-05-09 17:00:00,1.27544,1.27584,1.27614,1.27474,1.27565,1.27605,1.27635,1.27495,1632
2006-05-09 21:00:00,1.27584,1.27554,1.27694,1.27504,1.27605,1.27575,1.27715,1.27525,704
2006-05-10 01:00:00,1.27554,1.27624,1.27654,1.27514,1.27575,1.27645,1.27675,1.27535,695
2006-05-10 05:00:00,1.27624,1.27784,1.28054,1.27594,1.27645,1.27805,1.28075,1.27615,2190
2006-05-10 09:00:00,1.27784,1.27834,1.27994,1.27714,1.27805,1.27855,1.28015,1.27735,2238
2006-05-10 13:00:00,1.27834,1.27834,1.28134,1.27674,1.27855,1.27855,1.28155,1.27695,2526
2006-05-10 17:00:00,1.27834,1.27834,1.28304,1.27514,1.27855,1.27855,1.28325,1.27535,2565
2006-05-10 21:00:00,1.27834,1.27534,1.27914,1.27484,1.27855,1.27555,1.27935,1.27505,849
2006-05-11 01:00:00,1.27534,1.27294,1.27544,1.27154,1.27555,1.27315,1.27565,1.27175,1336
2006-05-11 05:00:00,1.27294,1.27054,1.27554,1.26844,1.27315,1.27075,1.27575,1.26865,2973
2006-05-11 09:00:00,1.27054,1.27374,1.27744,1.27034,1.27075,1.27395,1.27765,1.27055,2533
2006-05-11 13:00:00,1.27374,1.28614,1.28724,1.27324,1.27395,1.28635,1.28745,1.27345,2772
2006-05-11 17:00:00,1.28614,1.28364,1.28664,1.28294,1.28635,1.28385,1.28685,1.28315,1747
2006-05-11 21:00:00,1.28364,1.28544,1.28734,1.28294,1.28385,1.28565,1.28755,1.28315,782
2006-05-12 01:00:00,1.28544,1.28604,1.28604,1.28404,1.28565,1.28625,1.28625,1.28425,965
2006-05-12 05:00:00,1.28604,1.28974,1.29064,1.28524,1.28625,1.28995,1.29085,1.28545,2241
2006-05-12 09:00:00,1.28974,1.29264,1.29564,1.28534,1.28995,1.29285,1.29585,1.28555,2376
2006-05-12 13:00:00,1.29264,1.28934,1.29264,1.28624,1.29285,1.28955,1.29285,1.28645,2844
2006-05-12 17:00:00,1.28934,1.29274,1.29314,1.28844,1.28955,1.29295,1.29335,1.28865,1437
2006-05-14 17:00:00,1.29274,1.29454,1.29464,1.29264,1.29295,1.29475,1.29485,1.29285,822
2006-05-14 21:00:00,1.29424,1.29224,1.29704,1.29164,1.29445,1.29245,1.29725,1.29185,1510
2006-05-15 01:00:00,1.29224,1.29244,1.29514,1.29154,1.29245,1.29265,1.29535,1.29175,1611
2006-05-15 05:00:00,1.29244,1.28404,1.29344,1.28214,1.29265,1.28425,1.29365,1.28235,2535
2006-05-15 09:00:00,1.28404,1.28444,1.28504,1.27994,1.28425,1.28465,1.28525,1.28015,2403
2006-05-15 13:00:00,1.28444,1.27914,1.28614,1.27834,1.28465,1.27935,1.28635,1.27855,2840
2006-05-15 17:00:00,1.27914,1.27934,1.28194,1.27764,1.27935,1.27955,1.28215,1.27785,2202
2006-05-15 21:00:00,1.27934,1.28054,1.28114,1.27784,1.27955,1.28075,1.28135,1.27805,1453
2006-05-16 01:00:00,1.28054,1.28184,1.28434,1.27984,1.28075,1.28205,1.28455,1.28005,1673
2006-05-16 05:00:00,1.28184,1.28114,1.28324,1.27884,1.28205,1.28135,1.28345,1.27905,2573
2006-05-16 09:00:00,1.28114,1.28534,1.28684,1.27694,1.28135,1.28555,1.28705,1.27715,3066
2006-05-16 13:00:00,1.28534,1.28234,1.28614,1.28114,1.28555,1.28255,1.28635,1.28135,2798
2006-05-16 17:00:00,1.28234,1.28574,1.28634,1.28204,1.28255,1.28595,1.28655,1.28225,2124
2006-05-16 21:00:00,1.28574,1.28394,1.28624,1.28384,1.28595,1.28415,1.28645,1.28405,1387
2006-05-17 01:00:00,1.28394,1.28684,1.28784,1.28344,1.28415,1.28705,1.28805,1.28365,1450
2006-05-17 05:00:00,1.28684,1.29074,1.29094,1.28544,1.28705,1.29095,1.29115,1.28565,2368
2006-05-17 09:00:00,1.29074,1.28844,1.29184,1.28624,1.29095,1.28865,1.29205,1.28645,2557
2006-05-17 13:00:00,1.28844,1.27464,1.28894,1.27154,1.28865,1.27485,1.28915,1.27175,3492
2006-05-17 17:00:00,1.27464,1.27414,1.27594,1.27004,1.27485,1.27435,1.27615,1.27025,2711
2006-05-17 21:00:00,1.27414,1.27454,1.27604,1.27214,1.27435,1.27475,1.27625,1.27235,1269
2006-05-18 01:00:00,1.27454,1.27554,1.27694,1.27414,1.27475,1.27575,1.27715,1.27435,1056
2006-05-18 05:00:00,1.27554,1.27924,1.28014,1.27344,1.27575,1.27945,1.28035,1.27365,2570
2006-05-18 09:00:00,1.27924,1.27684,1.27984,1.27554,1.27945,1.27705,1.28005,1.27575,2785
2006-05-18 13:00:00,1.27684,1.28244,1.28384,1.27684,1.27705,1.28265,1.28405,1.27705,3055
2006-05-18 17:00:00,1.28244,1.28434,1.28584,1.28054,1.28265,1.28455,1.28605,1.28075,1693
2006-05-18 21:00:00,1.28434,1.28484,1.28724,1.28414,1.28455,1.28505,1.28745,1.28435,1018
2006-05-19 01:00:00,1.28484,1.28344,1.28514,1.28214,1.28505,1.28365,1.28535,1.28235,841
2006-05-19 05:00:00,1.28344,1.27804,1.28344,1.27624,1.28365,1.27825,1.28365,1.27645,2434
2006-05-19 09:00:00,1.27804,1.27374,1.27874,1.27364,1.27825,1.27395,1.27895,1.27385,2527
2006-05-19 13:00:00,1.27374,1.27564,1.27584,1.26914,1.27395,1.27585,1.27605,1.26935,3244
2006-05-19 17:00:00,1.27564,1.27704,1.27814,1.27454,1.27585,1.27725,1.27835,1.27475,1865
2006-05-21 17:00:00,1.27724,1.27574,1.27824,1.27604,1.27745,1.27595,1.27845,1.27625,472
2006-05-21 21:00:00,1.27614,1.27444,1.27694,1.27424,1.27635,1.27465,1.27715,1.27445,894
2006-05-22 01:00:00,1.27444,1.27454,1.27574,1.27264,1.27465,1.27475,1.27595,1.27285,1356
2006-05-22 05:00:00,1.27454,1.27604,1.27654,1.26944,1.27475,1.27625,1.27675,1.26965,2135
2006-05-22 09:00:00,1.27604,1.27614,1.27884,1.27454,1.27625,1.27635,1.27905,1.27475,2409
2006-05-22 13:00:00,1.27614,1.28354,1.28524,1.27534,1.27635,1.28375,1.28545,1.27555,3121
2006-05-22 17:00:00,1.28354,1.28654,1.28864,1.28324,1.28375,1.28675,1.28885,1.28345,2139
2006-05-22 21:00:00,1.28654,1.28494,1.28754,1.28404,1.28675,1.28515,1.28775,1.28425,596
2006-05-23 01:00:00,1.28494,1.28744,1.28764,1.28454,1.28515,1.28765,1.28785,1.28475,1029
2006-05-23 05:00:00,1.28744,1.28424,1.28764,1.28204,1.28765,1.28445,1.28785,1.28225,2892
2006-05-23 09:00:00,1.28424,1.28344,1.28574,1.28294,1.28445,1.28365,1.28595,1.28315,2733
2006-05-23 13:00:00,1.28344,1.28504,1.28644,1.28044,1.28365,1.28525,1.28665,1.28065,3096
2006-05-23 17:00:00,1.28504,1.28134,1.28784,1.28124,1.28525,1.28155,1.28805,1.28145,2174
2006-05-23 21:00:00,1.28134,1.27724,1.28244,1.27644,1.28155,1.27745,1.28265,1.27665,886
2006-05-24 01:00:00,1.27724,1.27844,1.28034,1.27664,1.27745,1.27865,1.28055,1.27685,1078
2006-05-24 05:00:00,1.27844,1.28514,1.28674,1.27634,1.27865,1.28535,1.28695,1.27655,2894
2006-05-24 09:00:00,1.28514,1.28654,1.28904,1.28394,1.28535,1.28675,1.28925,1.28415,3137
2006-05-24 13:00:00,1.28654,1.27534,1.28694,1.27284,1.28675,1.27555,1.28715,1.27305,4072
2006-05-24 17:00:00,1.27534,1.27514,1.27874,1.27444,1.27555,1.27535,1.27895,1.27465,2348
2006-05-24 21:00:00,1.27514,1.27634,1.27764,1.27504,1.27535,1.27655,1.27785,1.27525,597
2006-05-25 01:00:00,1.27634,1.27544,1.27634,1.27464,1.27655,1.27565,1.27655,1.27485,952
2006-05-25 05:00:00,1.27544,1.27844,1.27984,1.27504,1.27565,1.27865,1.28005,1.27525,2326
2006-05-25 09:00:00,1.27844,1.27704,1.28004,1.27524,1.27865,1.27725,1.28025,1.27545,3133
2006-05-25 13:00:00,1.27704,1.27664,1.27904,1.27534,1.27725,1.27685,1.27925,1.27555,2377
2006-05-25 17:00:00,1.27664,1.27994,1.28184,1.27624,1.27685,1.28015,1.28205,1.27645,1828
2006-05-25 21:00:00,1.27994,1.27954,1.28274,1.27914,1.28015,1.27975,1.28295,1.27935,866
2006-05-26 01:00:00,1.27954,1.27704,1.27954,1.27624,1.27975,1.27725,1.27975,1.27645,1180
2006-05-26 05:00:00,1.27704,1.28134,1.28324,1.27674,1.27725,1.28155,1.28345,1.27695,2748
2006-05-26 09:00:00,1.28134,1.28134,1.28224,1.27874,1.28155,1.28155,1.28245,1.27895,2497
2006-05-26 13:00:00,1.28134,1.27164,1.28164,1.26994,1.28155,1.27185,1.28185,1.27015,2842
2006-05-26 17:00:00,1.27164,1.27234,1.27354,1.27124,1.27185,1.27255,1.27375,1.27145,1560
2006-05-28 17:00:00,1.27234,1.27304,1.27354,1.27234,1.27255,1.27325,1.27375,1.27255,3
2006-05-28 21:00:00,1.27334,1.27424,1.27544,1.27174,1.27355,1.27445,1.27565,1.27195,523
2006-05-29 01:00:00,1.27424,1.27414,1.27524,1.27394,1.27445,1.27435,1.27545,1.27415,1273
2006-05-29 05:00:00,1.27414,1.27524,1.27574,1.27384,1.27435,1.27545,1.27595,1.27405,2350
2006-05-29 09:00:00,1.27524,1.27594,1.27674,1.27524,1.27545,1.27615,1.27695,1.27545,1903
2006-05-29 13:00:00,1.27594,1.27464,1.27604,1.27334,1.27615,1.27485,1.27625,1.27355,1872
2006-05-29 17:00:00,1.27464,1.27504,1.27564,1.27404,1.27485,1.27525,1.27585,1.27425,1338
2006-05-29 21:00:00,1.27504,1.27534,1.27584,1.27404,1.27525,1.27555,1.27605,1.27425,567
2006-05-30 01:00:00,1.27534,1.28084,1.28224,1.27514,1.27555,1.28105,1.28245,1.27535,1246
2006-05-30 05:00:00,1.28084,1.28454,1.28664,1.28064,1.28105,1.28475,1.28685,1.28085,3382
2006-05-30 09:00:00,1.28454,1.28274,1.28804,1.28074,1.28475,1.28295,1.28825,1.28095,3053
2006-05-30 13:00:00,1.28274,1.28844,1.29074,1.28124,1.28295,1.28865,1.29095,1.28145,3146
2006-05-30 17:00:00,1.28844,1.28694,1.28904,1.28614,1.28865,1.28715,1.28925,1.28635,2018
2006-05-30 21:00:00,1.28694,1.28484,1.28794,1.28404,1.28715,1.28505,1.28815,1.28425,480
2006-05-31 01:00:00,1.28484,1.28734,1.28804,1.28444,1.28505,1.28755,1.28825,1.28465,855
2006-05-31 05:00:00,1.28734,1.28664,1.29034,1.28544,1.28755,1.28685,1.29055,1.28565,2966
2006-05-31 09:00:00,1.28664,1.28624,1.28814,1.28524,1.28685,1.28645,1.28835,1.28545,2762
2006-05-31 13:00:00,1.28624,1.28284,1.28794,1.28214,1.28645,1.28305,1.28815,1.28235,2784
2006-05-31 17:00:00,1.28284,1.28094,1.28484,1.28034,1.28305,1.28115,1.28505,1.28055,2100
2006-05-31 21:00:00,1.28094,1.27904,1.28194,1.27794,1.28115,1.27925,1.28215,1.27815,650
2006-06-01 01:00:00,1.27904,1.27764,1.27994,1.27564,1.27925,1.27785,1.28015,1.27585,1126
2006-06-01 05:00:00,1.27764,1.27844,1.28024,1.27504,1.27785,1.27865,1.28045,1.27525,2913
2006-06-01 09:00:00,1.27844,1.27314,1.27974,1.27214,1.27865,1.27335,1.27995,1.27235,3344
2006-06-01 13:00:00,1.27314,1.28104,1.28254,1.27254,1.27335,1.28125,1.28275,1.27275,2923
2006-06-01 17:00:00,1.28104,1.28034,1.28124,1.27894,1.28125,1.28055,1.28145,1.27915,1700
2006-06-01 21:00:00,1.28034,1.28154,1.28204,1.28014,1.28055,1.28175,1.28225,1.28035,932
2006-06-02 01:00:00,1.28154,1.28184,1.28284,1.28074,1.28175,1.28205,1.28305,1.28095,1324
2006-06-02 05:00:00,1.28184,1.28094,1.28234,1.27954,1.28205,1.28115,1.28255,1.27975,2547
2006-06-02 09:00:00,1.28094,1.29234,1.29404,1.28064,1.28115,1.29255,1.29425,1.28085,2701
2006-06-02 13:00:00,1.29234,1.29324,1.29374,1.28934,1.29255,1.29345,1.29395,1.28955,2526
2006-06-02 17:00:00,1.29324,1.29214,1.29374,1.29144,1.29345,1.29235,1.29395,1.29165,1323
2006-06-04 17:00:00,1.29204,1.29254,1.29354,1.29204,1.29225,1.29275,1.29375,1.29225,17
2006-06-04 21:00:00,1.29344,1.29374,1.29414,1.29194,1.29365,1.29395,1.29435,1.29215,580
2006-06-05 01:00:00,1.29374,1.29464,1.29484,1.29294,1.29395,1.29485,1.29505,1.29315,975
2006-06-05 05:00:00,1.29464,1.29724,1.29764,1.29314,1.29485,1.29745,1.29785,1.29335,1415
2006-06-05 09:00:00,1.29724,1.29374,1.29734,1.29324,1.29745,1.29395,1.29755,1.29345,1546
2006-06-05 13:00:00,1.29374,1.29614,1.29634,1.29234,1.29395,1.29635,1.29655,1.29255,2390
2006-06-05 17:00:00,1.29614,1.29054,1.29644,1.29034,1.29635,1.29075,1.29665,1.29055,1753
2006-06-05 21:00:00,1.29054,1.28944,1.29124,1.28924,1.29075,1.28965,1.29145,1.28945,682
2006-06-06 01:00:00,1.28944,1.28904,1.29034,1.28854,1.28965,1.28925,1.29055,1.28875,855
2006-06-06 05:00:00,1.28904,1.28974,1.29334,1.28864,1.28925,1.28995,1.29355,1.28885,3411
2006-06-06 09:00:00,1.28974,1.28384,1.29064,1.28294,1.28995,1.28405,1.29085,1.28315,3284
2006-06-06 13:00:00,1.28384,1.28274,1.28474,1.28074,1.28405,1.28295,1.28495,1.28095,2442
2006-06-06 17:00:00,1.28274,1.28324,1.28444,1.28174,1.28295,1.28345,1.28465,1.28195,1797
2006-06-06 21:00:00,1.28324,1.28244,1.28364,1.28044,1.28345,1.28265,1.28385,1.28065,727
2006-06-07 01:00:00,1.28244,1.28254,1.28354,1.28234,1.28265,1.28275,1.28375,1.28255,828
2006-06-07 05:00:00,1.28254,1.28114,1.28274,1.27814,1.28275,1.28135,1.28295,1.27835,2086
2006-06-07 09:00:00,1.28114,1.27974,1.28254,1.27704,1.28135,1.27995,1.28275,1.27725,2622
2006-06-07 13:00:00,1.27974,1.28004,1.28134,1.27604,1.27995,1.28025,1.28155,1.27625,2486
2006-06-07 17:00:00,1.28004,1.27844,1.28064,1.27824,1.28025,1.27865,1.28085,1.27845,1722
2006-06-07 21:00:00,1.27844,1.27874,1.28074,1.27834,1.27865,1.27895,1.28095,1.27855,625
2006-06-08 01:00:00,1.27874,1.27804,1.27884,1.27754,1.27895,1.27825,1.27905,1.27775,902
2006-06-08 05:00:00,1.27804,1.27694,1.28004,1.27464,1.27825,1.27715,1.28025,1.27485,1892
2006-06-08 09:00:00,1.27694,1.26854,1.27724,1.26524,1.27715,1.26875,1.27745,1.26545,2077
2006-06-08 13:00:00,1.26854,1.26524,1.26874,1.26244,1.26875,1.26545,1.26895,1.26265,3265
2006-06-08 17:00:00,1.26524,1.26504,1.26554,1.26324,1.26545,1.26525,1.26575,1.26345,2028
2006-06-08 21:00:00,1.26504,1.26414,1.26574,1.26354,1.26525,1.26435,1.26595,1.26375,834
2006-06-09 01:00:00,1.26414,1.26404,1.26454,1.26344,1.26435,1.26425,1.26475,1.26365,735
2006-06-09 05:00:00,1.26404,1.26494,1.26574,1.26254,1.26425,1.26515,1.26595,1.26275,1121
2006-06-09 09:00:00,1.26494,1.26054,1.26724,1.25964,1.26515,1.26075,1.26745,1.25985,1965
2006-06-09 13:00:00,1.26054,1.26454,1.26834,1.26014,1.26075,1.26475,1.26855,1.26035,3513
2006-06-09 17:00:00,1.26454,1.26394,1.26484,1.26314,1.26475,1.26415,1.26505,1.26335,1474
2006-06-11 17:00:00,1.26394,1.26134,1.26404,1.26174,1.26415,1.26125,1.26425,1.26165,12
2006-06-11 21:00:00,1.26194,1.26254,1.26254,1.26044,1.26185,1.26245,1.26245,1.26035,733
2006-06-12 01:00:00,1.26254,1.26264,1.26304,1.26194,1.26245,1.26255,1.26295,1.26185,523
2006-06-12 05:00:00,1.26264,1.26164,1.26504,1.26054,1.26255,1.26155,1.26495,1.26045,1033
2006-06-12 09:00:00,1.26164,1.25884,1.26244,1.25644,1.26155,1.25875,1.26235,1.25635,2639
2006-06-12 13:00:00,1.25884,1.25944,1.26084,1.25714,1.25875,1.25935,1.26075,1.25705,2744
2006-06-12 17:00:00,1.25944,1.25864,1.26174,1.25854,1.25935,1.25855,1.26165,1.25845,1727
2006-06-12 21:00:00,1.25864,1.25864,1.25964,1.25744,1.25855,1.25855,1.25955,1.25735,556
2006-06-13 01:00:00,1.25864,1.25754,1.25874,1.25724,1.25855,1.25745,1.25865,1.25715,548
2006-06-13 05:00:00,1.25754,1.25824,1.25904,1.25574,1.25745,1.25815,1.25895,1.25565,1161
2006-06-13 09:00:00,1.25824,1.25714,1.26064,1.25444,1.25815,1.25705,1.26055,1.25435,1900
2006-06-13 13:00:00,1.25714,1.25684,1.26154,1.25574,1.25705,1.25675,1.26145,1.25565,2900
2006-06-13 17:00:00,1.25684,1.25324,1.25684,1.25294,1.25675,1.25315,1.25675,1.25285,2198
2006-06-13 21:00:00,1.25324,1.25434,1.25504,1.25324,1.25315,1.25425,1.25495,1.25315,679
2006-06-14 01:00:00,1.25434,1.25664,1.25694,1.25394,1.25425,1.25655,1.25685,1.25385,792
2006-06-14 05:00:00,1.25664,1.25794,1.26044,1.25624,1.25655,1.25785,1.26035,1.25615,1205
2006-06-14 09:00:00,1.25794,1.25424,1.25924,1.25344,1.25785,1.25415,1.25915,1.25335,2406
2006-06-14 13:00:00,1.25424,1.26264,1.26484,1.25334,1.25415,1.26255,1.26475,1.25325,3607
2006-06-14 17:00:00,1.26264,1.25954,1.26304,1.25864,1.26255,1.25945,1.26295,1.25855,2533
2006-06-14 21:00:00,1.25954,1.25954,1.26124,1.25934,1.25945,1.25945,1.26115,1.25925,784
2006-06-15 01:00:00,1.25954,1.26034,1.26194,1.25954,1.25945,1.26025,1.26185,1.25945,971
2006-06-15 05:00:00,1.26034,1.26174,1.26324,1.26004,1.26025,1.26165,1.26315,1.25995,1449
2006-06-15 09:00:00,1.26174,1.26164,1.26284,1.25804,1.26165,1.26155,1.26275,1.25795,2574
2006-06-15 13:00:00,1.26164,1.26144,1.26584,1.26024,1.26155,1.26135,1.26575,1.26015,3581
2006-06-15 17:00:00,1.26144,1.26344,1.26374,1.26064,1.26135,1.26335,1.26365,1.26055,1886
2006-06-15 21:00:00,1.26344,1.26454,1.26484,1.26244,1.26335,1.26445,1.26475,1.26235,696
2006-06-16 01:00:00,1.26454,1.26444,1.26474,1.26364,1.26445,1.26435,1.26465,1.26355,696
2006-06-16 05:00:00,1.26444,1.26664,1.26714,1.26424,1.26435,1.26655,1.26705,1.26415,1559
2006-06-16 09:00:00,1.26664,1.26474,1.26694,1.26374,1.26655,1.26465,1.26685,1.26365,1784
2006-06-16 13:00:00,1.26474,1.26254,1.26524,1.26174,1.26465,1.26245,1.26515,1.26165,2722
2006-06-16 17:00:00,1.26254,1.26484,1.26524,1.26244,1.26245,1.26475,1.26515,1.26235,1674
2006-06-18 21:00:00,1.26384,1.26114,1.26504,1.26054,1.26375,1.26105,1.26495,1.26045,961
2006-06-19 01:00:00,1.26114,1.25844,1.26134,1.25644,1.26105,1.25835,1.26125,1.25635,1139
2006-06-19 05:00:00,1.25844,1.25884,1.26084,1.25814,1.25835,1.25875,1.26075,1.25805,1585
2006-06-19 09:00:00,1.25884,1.25674,1.25964,1.25654,1.25875,1.25665,1.25955,1.25645,1805
2006-06-19 13:00:00,1.25674,1.25714,1.25824,1.25504,1.25665,1.25705,1.25815,1.25495,3583
2006-06-19 17:00:00,1.25714,1.25734,1.25864,1.25614,1.25705,1.25725,1.25855,1.25605,2285
2006-06-19 21:00:00,1.25734,1.25594,1.25824,1.25564,1.25725,1.25585,1.25815,1.25555,605
2006-06-20 01:00:00,1.25594,1.25714,1.25734,1.25574,1.25585,1.25705,1.25725,1.25565,684
2006-06-20 05:00:00,1.25714,1.25714,1.25944,1.25674,1.25705,1.25705,1.25935,1.25665,1440
2006-06-20 09:00:00,1.25714,1.25654,1.25734,1.25364,1.25705,1.25645,1.25725,1.25355,2580
2006-06-20 13:00:00,1.25654,1.25864,1.25884,1.25544,1.25645,1.25855,1.25875,1.25535,2712
2006-06-20 17:00:00,1.25864,1.25794,1.26154,1.25784,1.25855,1.25785,1.26145,1.25775,2052
2006-06-20 21:00:00,1.25794,1.25954,1.26004,1.25764,1.25785,1.25945,1.25995,1.25755,618
2006-06-21 01:00:00,1.25954,1.26264,1.26304,1.25944,1.25945,1.26255,1.26295,1.25935,1168
2006-06-21 05:00:00,1.26264,1.26234,1.26284,1.26084,1.26255,1.26225,1.26275,1.26075,1535
2006-06-21 09:00:00,1.26234,1.26374,1.26414,1.26194,1.26225,1.26365,1.26405,1.26185,2449
2006-06-21 13:00:00,1.26374,1.26604,1.26704,1.26304,1.26365,1.26595,1.26695,1.26295,2719
2006-06-21 17:00:00,1.26604,1.26594,1.26774,1.26574,1.26595,1.26585,1.26765,1.26565,1809
2006-06-21 21:00:00,1.26594,1.26644,1.26694,1.26574,1.26585,1.26635,1.26685,1.26565,685
2006-06-22 01:00:00,1.26644,1.26754,1.26774,1.26624,1.26635,1.26745,1.26765,1.26615,590
2006-06-22 05:00:00,1.26754,1.26354,1.26794,1.26304,1.26745,1.26345,1.26785,1.26295,1691
2006-06-22 09:00:00,1.26354,1.25834,1.26424,1.25744,1.26345,1.25825,1.26415,1.25735,2262
2006-06-22 13:00:00,1.25834,1.25704,1.25924,1.25504,1.25825,1.25695,1.25915,1.25495,2940
2006-06-22 17:00:00,1.25704,1.25774,1.25874,1.25654,1.25695,1.25765,1.25865,1.25645,1968
2006-06-22 21:00:00,1.25774,1.25744,1.25834,1.25674,1.25765,1.25735,1.25825,1.25665,656
2006-06-23 01:00:00,1.25744,1.25734,1.25774,1.25594,1.25735,1.25725,1.25765,1.25585,607
2006-06-23 05:00:00,1.25734,1.25514,1.25874,1.25464,1.25725,1.25505,1.25865,1.25455,1416
2006-06-23 09:00:00,1.25514,1.24954,1.25594,1.24764,1.25505,1.24945,1.25585,1.24755,2224
2006-06-23 13:00:00,1.24954,1.25254,1.25314,1.24944,1.24945,1.25245,1.25305,1.24935,3111
