date,bull,D_MVA200,length,heigth,type,entry,stop,gain,target,stop_trade,resistance_support,MVA200_interact,D_target,D_stop_trade,pair
2020-01-03 18:00:00,1,2.861585562,5,1.078311312,Double Top,1.11554,1.11793,0,1.108543571,1.120146429,below,0,3.156622623,2.078311312,EUR/USD
2020-01-07 18:00:00,1,3.060738449,15,1.582508251,Double Bottom,1.11518,1.11244,0,1.122391429,1.110708571,none,0,4.165016502,2.582508251,EUR/USD
2020-01-10 10:00:00,1,-0.3666903915,7,0.6476868327,Double Bottom,1.10962,1.10845,1,1.113766429,1.106643571,none,0,2.295373665,1.647686833,EUR/USD
2020-01-13 14:00:00,1,1.901642043,5,1.648796961,Double Bottom,1.11392,1.11113,0,1.121192143,1.109437857,none,0,4.297593921,2.648796961,EUR/USD
2020-01-14 10:00:00,1,-0.01576938859,5,2.114074682,Double Top,1.11096,1.11464,0,1.101859286,1.116380714,none,1,5.228149364,3.114074682,EUR/USD
2020-01-15 10:00:00,1,2.053705882,4,1.8,Double Bottom,1.11485,1.11179,0,1.12267,1.11009,none,0,4.6,2.8,EUR/USD
2020-01-16 10:00:00,1,1.970796915,5,1.283633248,Double Top,1.11508,1.11722,1,1.109132857,1.118887143,below,0,3.567266495,2.283633248,EUR/USD
2020-01-16 18:00:00,1,1.020487484,9,1.100570927,Double Bottom,1.11358,1.11179,0,1.118786429,1.110163571,none,1,3.201141853,2.100570927,EUR/USD
2020-01-21 06:00:00,0,-2.707633371,7,0.9375709421,Double Top,1.10901,1.11019,0,1.105391429,1.111448571,none,0,2.875141884,1.937570942,EUR/USD
2020-01-22 02:00:00,0,-3.086086957,9,0.5934782609,Double Bottom,1.10839,1.10761,0,1.111264286,1.106295714,none,0,2.186956522,1.593478261,EUR/USD
2020-01-23 06:00:00,0,-2.55703853,8,0.8844086022,Double Bottom,1.10837,1.10696,0,1.112784286,1.105365714,over,0,2.768817204,1.884408602,EUR/USD
2020-01-23 14:00:00,0,-3.604547044,5,2.820566632,Double Top,1.10505,1.11081,1,1.091487857,1.112852143,below,0,6.641133263,3.820566632,EUR/USD
2020-01-27 10:00:00,0,-5.326577369,6,0.6829268293,Double Bottom,1.10267,1.10145,0,1.106896429,1.099663571,none,0,2.365853659,1.682926829,EUR/USD
2020-01-28 22:00:00,0,-7.980766703,5,0.9353778751,Double Top,1.10149,1.10271,0,1.097745714,1.104014286,none,0,2.87075575,1.935377875,EUR/USD
2020-01-29 02:00:00,0,-8.276895184,10,1.37223796,Double Top,1.10143,1.10316,0,1.096709286,1.104420714,none,0,3.744475921,2.37223796,EUR/USD
2020-01-30 22:00:00,0,-5.834468719,28,0.7576961271,Double Top,1.10284,1.10393,0,1.099221429,1.105368571,none,0,2.515392254,1.757696127,EUR/USD
2020-02-05 10:00:00,0,-5.934556433,4,2.314909429,Double Top,1.10117,1.10473,1,1.092512143,1.106267857,none,0,5.629818857,3.314909429,EUR/USD
2020-02-12 10:00:00,0,-10.99505155,5,1.280143433,Double Top,1.09046,1.0925,1,1.084786429,1.094093571,none,0,3.560286867,2.280143433,EUR/USD
2020-02-17 18:00:00,0,-14.66547179,7,0.4193709436,Double Bottom,1.08339,1.08279,0,1.086020714,1.081359286,none,0,1.838741887,1.419370944,EUR/USD
2020-02-18 10:00:00,0,-14.01179574,4,2.10893617,Double Top,1.08017,1.08371,0,1.071411429,1.085388571,none,0,5.21787234,3.10893617,EUR/USD
2020-02-19 10:00:00,0,-13.10604576,5,1.82095544,Double Top,1.07929,1.08253,0,1.071030714,1.084309286,none,0,4.641910879,2.82095544,EUR/USD
2020-02-19 18:00:00,0,-12.04340927,6,1.182246661,Double Bottom,1.08031,1.07816,1,1.086428571,1.076341429,none,0,3.364493323,2.182246661,EUR/USD
2020-02-19 22:00:00,0,-11.88458814,4,0.8137028483,Double Top,1.07996,1.08147,0,1.075084286,1.083325714,none,0,2.627405697,1.813702848,EUR/USD
2020-02-20 06:00:00,0,-10.99805938,4,1.11006517,Double Bottom,1.07992,1.07773,1,1.086272857,1.075757143,none,0,3.22013034,2.11006517,EUR/USD
2020-02-20 14:00:00,0,-9.91168438,5,1.266988728,Double Top,1.07925,1.08206,0,1.071412143,1.084277857,none,0,3.533977456,2.266988728,EUR/USD
2020-02-21 10:00:00,0,-10.13434039,6,0.6191007061,Double Top,1.08087,1.08206,0,1.076567857,1.083982143,none,0,2.238201412,1.619100706,EUR/USD
2020-02-24 14:00:00,0,-4.40647651,5,2.385131647,Double Bottom,1.08703,1.08043,1,1.102997143,1.077662857,none,0,5.770263294,3.385131647,EUR/USD
2020-02-26 10:00:00,0,-4.013926952,5,1.523425693,Double Top,1.08649,1.09081,0,1.075014286,1.093645714,none,0,4.046851385,2.523425693,EUR/USD
2020-02-28 14:00:00,0,0.8164636961,4,1.250133144,Double Bottom,1.10006,1.09503,1,1.114143571,1.091006429,none,1,3.500266288,2.250133144,EUR/USD
2020-03-03 22:00:00,1,4.159289008,8,0.9808121374,Double Top,1.11659,1.1213,0,1.102367857,1.126102143,none,0,2.961624275,1.980812137,EUR/USD
2020-03-04 18:00:00,1,3.684080241,8,0.8569616239,Double Bottom,1.11333,1.10947,1,1.125554286,1.104965714,over,0,2.713923248,1.856961624,EUR/USD
2020-03-05 10:00:00,1,5.447759084,5,2.28781099,Double Bottom,1.11861,1.10948,1,1.140860714,1.105489286,over,0,5.57562198,3.28781099,EUR/USD
2020-03-13 17:00:00,1,1.164421292,7,0.6470922523,Double Bottom,1.11031,1.10543,0,1.127611429,1.097888571,over,0,2.294184505,1.647092252,EUR/USD
2020-03-16 09:00:00,1,1.674956144,11,0.814820887,Double Top,1.11651,1.12361,1,1.093596429,1.132323571,none,0,2.629641774,1.814820887,EUR/USD
2020-03-20 17:00:00,0,-3.095768023,5,0.6125191732,Double Bottom,1.06971,1.06372,1,1.091469286,1.053940714,none,0,2.225038346,1.612519173,EUR/USD
2020-03-23 01:00:00,0,-3.019037681,4,1.155942029,Double Bottom,1.0735,1.06353,1,1.102065,1.054905,none,0,3.311884058,2.155942029,EUR/USD
2020-03-23 13:00:00,0,-2.80666087,9,0.9379710145,Double Top,1.07495,1.08304,0,1.050145,1.091665,below,0,2.875942029,1.937971014,EUR/USD
2020-03-23 21:00:00,0,-2.39868851,6,1.97951073,Double Bottom,1.07954,1.06353,1,1.119647857,1.055442143,over,0,4.959021461,2.97951073,EUR/USD
2020-03-24 21:00:00,0,-2.653810526,5,0.5519617225,Double Bottom,1.07865,1.07453,1,1.094354286,1.067065714,over,0,2.103923445,1.551961722,EUR/USD
2020-03-25 09:00:00,0,-2.274578817,7,0.9495773247,Double Top,1.08193,1.08875,0,1.061107857,1.095932143,none,0,2.899154649,1.949577325,EUR/USD
2020-03-25 17:00:00,0,-1.534848783,6,2.081886669,Double Bottom,1.08815,1.07453,1,1.121932143,1.067987857,over,0,5.163773338,3.081886669,EUR/USD
2020-03-31 01:00:00,0,0.3136280165,11,1.034961742,Double Bottom,1.10155,1.09527,0,1.120177857,1.089202143,none,1,3.069923484,2.034961742,EUR/USD
2020-04-01 01:00:00,0,0.278719747,6,0.4370187019,Double Top,1.10157,1.10384,1,1.091835714,1.109034286,none,0,1.874037404,1.437018702,EUR/USD
2020-04-02 09:00:00,0,-2.445137005,4,1.751453086,Double Top,1.08789,1.09693,0,1.064648571,1.102091429,none,0,4.502906172,2.751453086,EUR/USD
2020-04-06 21:00:00,0,-6.220526316,10,0.7456140351,Double Bottom,1.07932,1.07677,1,1.08784,1.07335,over,0,2.49122807,1.745614035,EUR/USD
2020-04-09 09:00:00,0,-2.699941553,7,1.899908676,Double Bottom,1.09035,1.08292,0,1.109120714,1.079009286,none,0,4.799817352,2.899908676,EUR/USD
2020-04-10 17:00:00,0,-2.826603159,7,0.7335171722,Double Top,1.09312,1.09521,0,1.086090714,1.098059286,none,0,2.467034344,1.733517172,EUR/USD
2020-04-13 09:00:00,0,-3.3361886,4,1.669556081,Double Top,1.09218,1.09672,1,1.080380714,1.099439286,none,0,4.339112162,2.669556081,EUR/USD
2020-04-14 05:00:00,0,-3.649455562,7,1.849911713,Double Top,1.09223,1.09672,1,1.080822857,1.099147143,none,0,4.699823426,2.849911713,EUR/USD
2020-04-15 13:00:00,0,-2.442167177,28,2.029839327,Double Bottom,1.09162,1.08404,0,1.110514286,1.080305714,none,0,5.059678653,3.029839327,EUR/USD
2020-04-17 09:00:00,0,-2.74756161,5,1.125057401,Double Bottom,1.08639,1.08114,0,1.101556429,1.076473571,none,0,3.250114802,2.125057401,EUR/USD
2020-04-19 21:00:00,0,-3.543610224,10,1.134984026,Double Top,1.086,1.09006,0,1.074302857,1.093637143,none,0,3.269968051,2.134984026,EUR/USD
2020-04-21 05:00:00,0,-4.386260591,13,0.8046713991,Double Bottom,1.08365,1.08114,0,1.091789286,1.078020714,none,0,2.609342798,1.804671399,EUR/USD
2020-04-21 21:00:00,0,-3.864341378,8,1.136752137,Double Top,1.08544,1.08867,1,1.076138571,1.091511429,none,0,3.273504274,2.136752137,EUR/USD
2020-04-23 09:00:00,0,-4.760553797,4,1.458860759,Double Top,1.07878,1.08339,0,1.0664,1.08655,none,0,3.917721519,2.458860759,EUR/USD
2020-04-23 17:00:00,0,-4.35218781,4,1.95672027,Double Top,1.07759,1.08463,0,1.059912143,1.088227857,below,0,4.91344054,2.95672027,EUR/USD
2020-04-26 17:00:00,0,-2.571451581,8,0.7012374779,Double Top,1.08208,1.08463,0,1.073343571,1.088266429,none,0,2.402474956,1.701237478,EUR/USD
2020-04-27 17:00:00,0,-2.373716108,5,0.5422647528,Double Bottom,1.08276,1.08106,1,1.089295,1.077925,none,0,2.084529506,1.542264753,EUR/USD
2020-04-28 13:00:00,0,-2.066495868,26,1.87768595,Double Top,1.08311,1.08879,0,1.068725,1.091815,none,0,4.755371901,2.87768595,EUR/USD
2020-04-28 21:00:00,0,-1.793610969,5,1.151717068,Double Bottom,1.0841,1.08089,1,1.093307143,1.078102857,none,0,3.303434136,2.151717068,EUR/USD
2020-04-29 09:00:00,0,-1.011709546,6,1.053618658,Double Top,1.08566,1.08879,0,1.076429286,1.091760714,none,1,3.107237317,2.053618658,EUR/USD
2020-04-30 17:00:00,0,2.008491322,5,3.18024032,Double Bottom,1.09514,1.08323,0,1.122705,1.079485,none,1,7.360480641,4.18024032,EUR/USD
2020-05-04 05:00:00,0,1.986231485,9,0.6339399069,Double Bottom,1.09443,1.09229,0,1.102085714,1.088914286,none,0,2.267879814,1.633939907,EUR/USD
2020-05-05 21:00:00,0,-1.704522068,22,0.3919293821,Double Bottom,1.08364,1.08253,0,1.088692143,1.079697857,none,0,1.783858764,1.391929382,EUR/USD
2020-05-07 09:00:00,0,-2.987728721,4,0.570323168,Double Bottom,1.07938,1.07759,1,1.086098571,1.074451429,over,0,2.140646336,1.570323168,EUR/USD
2020-05-08 17:00:00,0,-1.958140315,5,1.473304101,Double Top,1.08344,1.08752,0,1.072510714,1.090289286,none,0,3.946608202,2.473304101,EUR/USD
2020-05-11 05:00:00,0,-2.504378985,5,2.063759245,Double Top,1.08174,1.08752,0,1.067379286,1.090320714,none,0,5.12751849,3.063759245,EUR/USD
2020-05-11 09:00:00,0,-2.475988464,8,0.4221289984,Double Bottom,1.08195,1.0808,1,1.086974286,1.078075714,none,0,1.844257997,1.422128998,EUR/USD
2020-05-12 01:00:00,0,-3.050080488,18,1.484318623,Double Bottom,1.08041,1.07659,1,1.090623571,1.074016429,over,0,3.968637247,2.484318623,EUR/USD
2020-05-13 13:00:00,0,-1.666403468,7,2.437207123,Double Top,1.08216,1.08959,0,1.064251429,1.092638571,none,1,5.874414246,3.437207123,EUR/USD
2020-05-18 09:00:00,0,-0.7482511452,4,1.437348424,Double Bottom,1.08372,1.07991,1,1.093990714,1.077259286,none,0,3.874696847,2.437348424,EUR/USD
2020-05-21 13:00:00,0,3.014755387,6,1.902154626,Double Top,1.09543,1.10079,0,1.081892143,1.103607857,none,0,4.804309252,2.902154626,EUR/USD
2020-05-25 09:00:00,0,1.269118473,6,1.332397529,Double Bottom,1.09037,1.08698,1,1.099694286,1.084435714,none,1,3.664795059,2.332397529,EUR/USD
2020-05-25 13:00:00,0,0.9096377473,4,0.903500761,Double Top,1.08927,1.09139,0,1.082683571,1.093736429,none,0,2.807001522,1.903500761,EUR/USD
2020-05-26 21:00:00,0,4.625160636,22,1.818058843,Double Top,1.09695,1.10079,0,1.087157857,1.102902143,none,0,4.636117687,2.818058843,EUR/USD
2020-06-01 09:00:00,0,6.985006714,7,1.384959714,Double Top,1.11093,1.11535,0,1.098898571,1.118541429,none,0,3.769919427,2.384959714,EUR/USD
2020-06-08 05:00:00,0,8.466547032,4,0.5262799796,Double Bottom,1.12996,1.12775,1,1.138579286,1.123550714,none,0,2.052559959,1.52627998,EUR/USD
2020-06-09 17:00:00,0,11.99677278,17,1.433910035,Double Top,1.13388,1.13832,0,1.121903571,1.141416429,none,0,3.867820069,2.433910035,EUR/USD
2020-06-10 21:00:00,0,10.79880879,7,1.778334618,Double Bottom,1.13861,1.13202,0,1.155495714,1.128314286,none,0,4.556669237,2.778334618,EUR/USD
2020-06-11 05:00:00,0,9.429139858,4,1.633254318,Double Bottom,1.13891,1.13202,0,1.156908571,1.127801429,none,0,4.266508635,2.633254318,EUR/USD
2020-06-15 13:00:00,0,6.138967081,5,1.382599933,Double Bottom,1.12847,1.12259,0,1.144482857,1.118337143,none,0,3.765199866,2.382599933,EUR/USD
2020-06-16 01:00:00,0,7.823446557,12,0.4057596456,Double Top,1.13321,1.13478,1,1.126200714,1.138649286,none,0,1.811519291,1.405759646,EUR/USD
2020-06-16 21:00:00,0,6.503009905,9,1.126339195,Double Bottom,1.1267,1.12272,0,1.138193571,1.119186429,none,0,3.252678391,2.126339195,EUR/USD
2020-06-22 17:00:00,0,5.932790974,17,0.3258907363,Double Top,1.12595,1.12693,0,1.120982857,1.129937143,none,0,1.651781473,1.325890736,EUR/USD
2020-06-23 01:00:00,0,5.520859322,25,1.011442674,Double Top,1.12611,1.12933,0,1.116486429,1.132513571,none,0,3.022885349,2.011442674,EUR/USD
2020-06-24 21:00:00,0,4.761695274,11,0.7505290383,Double Bottom,1.12553,1.12325,0,1.133127857,1.120212143,none,0,2.501058077,1.750529038,EUR/USD
2020-06-25 13:00:00,0,3.612258761,19,1.236677868,Double Bottom,1.12266,1.11898,1,1.132995714,1.116004286,none,0,3.473355737,2.236677868,EUR/USD
2020-06-26 01:00:00,0,3.94753507,4,1.334669339,Double Bottom,1.12231,1.11898,1,1.131465,1.116485,none,0,3.669338677,2.334669339,EUR/USD
2020-06-28 21:00:00,0,3.896267986,7,1.435251799,Double Bottom,1.12289,1.11947,1,1.132112857,1.117087143,none,0,3.870503597,2.435251799,EUR/USD
2020-06-30 13:00:00,0,2.879634117,14,1.774170099,Double Bottom,1.12426,1.11903,1,1.137667857,1.116082143,none,0,4.548340199,2.774170099,EUR/USD
2020-06-30 17:00:00,0,2.550629388,4,1.014543631,Double Top,1.12325,1.12614,0,1.114621429,1.128988571,none,0,3.029087262,2.014543631,EUR/USD
2020-07-01 09:00:00,0,1.544575472,5,1.393081761,Double Top,1.12171,1.12614,0,1.10967,1.12932,none,0,3.786163522,2.393081761,EUR/USD
2020-07-01 13:00:00,0,2.729474781,7,2.310962901,Double Bottom,1.12638,1.11846,1,1.145647143,1.115032857,none,0,5.621925802,3.310962901,EUR/USD
2020-07-03 05:00:00,0,1.556216216,4,0.3445945946,Double Bottom,1.12329,1.12227,1,1.12829,1.11931,none,0,1.689189189,1.344594595,EUR/USD
2020-07-07 01:00:00,0,4.414352658,4,1.421447882,Double Top,1.1311,1.13448,0,1.121962143,1.136857857,none,0,3.842895764,2.421447882,EUR/USD
2020-07-08 09:00:00,0,2.174839466,7,0.9646121397,Double Bottom,1.12875,1.12581,1,1.137677857,1.122762143,none,0,2.929224279,1.96461214,EUR/USD
2020-07-10 05:00:00,0,1.376517265,14,0.9860507661,Double Bottom,1.12851,1.12543,1,1.137793571,1.122306429,none,0,2.972101532,1.986050766,EUR/USD
2020-07-13 17:00:00,0,3.427609756,17,1.249354376,Double Top,1.13432,1.13743,0,1.125610714,1.139919286,none,0,3.498708752,2.249354376,EUR/USD
2020-07-16 09:00:00,0,4.178513576,8,1.043718362,Double Bottom,1.14101,1.13777,1,1.150594286,1.134665714,none,0,3.087436723,2.043718362,EUR/USD
2020-07-16 17:00:00,0,3.124359831,9,2.135381875,Double Top,1.13829,1.14514,0,1.121382143,1.148347857,below,0,5.27076375,3.135381875,EUR/USD
2020-07-16 21:00:00,0,3.332212473,4,0.4714251838,Double Bottom,1.13841,1.13699,1,1.144262143,1.133977857,none,0,1.942850368,1.471425184,EUR/USD
2020-07-17 17:00:00,0,4.824646954,8,0.6637777211,Double Top,1.14245,1.14431,0,1.135927857,1.147112143,below,0,2.327555442,1.663777721,EUR/USD
2020-07-20 17:00:00,0,4.987168561,6,1.726799242,Double Bottom,1.14466,1.13945,1,1.158097143,1.136432857,none,0,4.453598485,2.726799242,EUR/USD
2020-07-21 01:00:00,1,4.296209528,5,1.26919519,Double Top,1.14299,1.14691,0,1.132061429,1.149998571,below,0,3.538390379,2.26919519,EUR/USD
2020-07-23 09:00:00,1,6.229370848,6,1.624853458,Double Top,1.15416,1.1601,0,1.138624286,1.163755714,none,0,4.249706917,2.624853458,EUR/USD
2020-07-29 09:00:00,1,10.06725958,9,0.7915101427,Double Top,1.1743,1.17731,0,1.164477143,1.181112857,none,0,2.583020285,1.791510143,EUR/USD
2020-07-30 09:00:00,1,12.08618076,6,1.761270932,Double Bottom,1.17765,1.17179,1,1.192697143,1.168462857,none,0,4.522541863,2.761270932,EUR/USD
2020-08-03 01:00:00,1,8.633104194,12,1.041611185,Double Bottom,1.17752,1.17305,1,1.190751429,1.168758571,none,0,3.08322237,2.041611185,EUR/USD
2020-08-03 13:00:00,1,7.026414503,27,1.117576843,Double Bottom,1.17486,1.16951,1,1.190347143,1.164722857,none,0,3.235153685,2.117576843,EUR/USD
2020-08-05 17:00:00,1,11.14319194,23,1.250048421,Double Top,1.18623,1.19084,1,1.173322143,1.194527857,none,0,3.500096843,2.250048421,EUR/USD
2020-08-06 17:00:00,1,10.37607436,4,1.018042646,Double Top,1.18757,1.19156,1,1.175670714,1.195479286,none,0,3.036085293,2.018042646,EUR/USD
2020-08-11 01:00:00,1,7.25443569,29,0.9182282794,Double Bottom,1.17516,1.17208,1,1.184674286,1.168725714,none,0,2.836456559,1.918228279,EUR/USD
2020-08-11 13:00:00,1,7.566833262,10,1.092726499,Double Top,1.17707,1.18074,0,1.166371429,1.184098571,none,0,3.185452999,2.092726499,EUR/USD
2020-08-12 17:00:00,1,6.944928115,8,0.9365015974,Double Top,1.17831,1.18166,0,1.168032857,1.185237143,none,0,2.873003195,1.936501597,EUR/USD
2020-08-14 01:00:00,1,8.110091033,6,0.627674101,Double Bottom,1.18127,1.1793,1,1.188348571,1.176161429,none,0,2.255348202,1.627674101,EUR/USD
2020-08-14 13:00:00,1,8.384924471,11,2.039274924,Double Bottom,1.18447,1.17772,0,1.20128,1.17441,none,0,5.078549849,3.039274924,EUR/USD
2020-08-17 05:00:00,1,8.666091592,12,1.014296099,Double Top,1.18375,1.18674,0,1.174822143,1.189687857,none,0,3.028592198,2.014296099,EUR/USD
2020-08-17 09:00:00,1,9.463473606,5,0.9830677291,Double Bottom,1.18563,1.18281,1,1.194138571,1.179941429,none,0,2.966135458,1.983067729,EUR/USD
2020-08-19 13:00:00,1,7.973437,4,2.404299108,Double Top,1.1877,1.19521,0,1.169556429,1.198333571,none,0,5.808598216,3.404299108,EUR/USD
2020-08-19 21:00:00,1,6.411005647,16,0.4834926151,Double Bottom,1.1844,1.18281,0,1.190868571,1.179521429,none,0,1.96698523,1.483492615,EUR/USD
2020-08-24 21:00:00,1,3.65048583,5,0.4534412955,Double Bottom,1.1798,1.17836,1,1.185855714,1.175184286,over,0,1.906882591,1.453441296,EUR/USD
2020-08-25 13:00:00,1,4.158343773,7,1.32247557,Double Top,1.18113,1.1849,0,1.170739286,1.187750714,none,0,3.64495114,2.32247557,EUR/USD
2020-08-26 05:00:00,1,3.910513274,4,0.4778761062,Double Bottom,1.18136,1.18001,0,1.186885,1.177185,none,0,1.955752212,1.477876106,EUR/USD
2020-08-26 13:00:00,1,3.87322898,11,1.875223614,Double Bottom,1.18318,1.17719,1,1.198354286,1.173995714,over,0,4.750447227,2.875223614,EUR/USD
2020-08-26 17:00:00,1,3.742199684,6,0.3029073698,Double Top,1.18292,1.18388,0,1.177830714,1.187049286,none,0,1.60581474,1.30290737,EUR/USD
2020-08-27 17:00:00,1,2.422209785,8,1.493771439,Double Bottom,1.18206,1.17615,1,1.197836429,1.172193571,over,0,3.987542878,2.493771439,EUR/USD
2020-08-31 01:00:00,1,3.699513782,6,0.6783085088,Double Top,1.19005,1.19288,0,1.180217857,1.197052143,none,0,2.356617018,1.678308509,EUR/USD
2020-08-31 09:00:00,1,4.278315436,7,1.559731544,Double Bottom,1.19335,1.18671,0,1.210887143,1.182452857,none,0,4.119463087,2.559731544,EUR/USD
2020-09-04 01:00:00,1,1.513728998,8,0.3971197905,Double Top,1.1851,1.1864,1,1.179226429,1.189673571,none,0,1.794239581,1.397119791,EUR/USD
2020-09-04 13:00:00,1,0.7858185053,7,1.500197707,Double Bottom,1.18344,1.17802,0,1.197892857,1.174407143,over,1,4.000395413,2.500197707,EUR/USD
2020-09-07 09:00:00,1,0.2851106195,4,0.9016715831,Double Top,1.18219,1.18481,0,1.174044286,1.187715714,none,0,2.803343166,1.901671583,EUR/USD
2020-09-08 01:00:00,1,-0.3111549881,11,1.259501188,Double Bottom,1.18105,1.17802,0,1.189515714,1.175614286,over,0,3.519002375,2.259501188,EUR/USD
2020-09-09 17:00:00,1,-0.8325673534,10,1.16481775,Double Top,1.18021,1.18336,0,1.171205714,1.186064286,none,1,3.329635499,2.16481775,EUR/USD
2020-09-14 17:00:00,1,1.146624437,15,2.148085586,Double Top,1.18626,1.19171,1,1.172822857,1.194247143,none,0,5.296171171,3.148085586,EUR/USD
2020-09-16 01:00:00,1,0.5396781182,14,0.8189415042,Double Bottom,1.18472,1.18283,0,1.190807857,1.180522143,none,1,2.637883008,1.818941504,EUR/USD
2020-09-18 09:00:00,1,0.1215756036,13,0.9783989835,Double Top,1.18436,1.18821,1,1.172725,1.192145,none,0,2.956797967,1.978398983,EUR/USD
2020-09-21 05:00:00,1,-1.172296875,5,2.209375,Double Top,1.18006,1.18713,1,1.16272,1.19033,none,1,5.41875,3.209375,EUR/USD
2020-09-21 17:00:00,1,-2.061073322,17,1.205830389,Double Bottom,1.177,1.1731,0,1.188034286,1.169865714,none,0,3.411660777,2.205830389,EUR/USD
2020-09-22 09:00:00,0,-2.50129107,5,0.8904802022,Double Bottom,1.17499,1.17197,0,1.184421429,1.168578571,none,0,2.780960404,1.890480202,EUR/USD
2020-09-23 13:00:00,0,-4.348298969,5,1.088247423,Double Top,1.16807,1.17184,0,1.157065714,1.175304286,none,0,3.176494845,2.088247423,EUR/USD
2020-09-25 01:00:00,0,-5.699031354,7,0.6780525108,Double Top,1.16673,1.16863,0,1.160127857,1.171432143,none,0,2.356105022,1.678052511,EUR/USD
2020-09-28 13:00:00,0,-6.353823854,11,1.132523468,Double Top,1.16552,1.16845,0,1.157072857,1.171037143,none,0,3.265046935,2.132523468,EUR/USD
2020-09-30 17:00:00,0,-3.301811502,6,1.273372181,Double Top,1.17185,1.17544,0,1.161850714,1.178259286,below,0,3.546744363,2.273372181,EUR/USD
2020-10-02 05:00:00,0,-2.810525615,12,0.9128409847,Double Bottom,1.17131,1.16837,1,1.180410714,1.165149286,none,0,2.825681969,1.912840985,EUR/USD
2020-10-05 01:00:00,1,-2.485957503,5,1.24940239,Double Bottom,1.17315,1.16979,1,1.182559286,1.167100714,none,0,3.498804781,2.24940239,EUR/USD
2020-10-06 09:00:00,1,-0.2099113082,4,1.157427938,Double Bottom,1.17908,1.17647,0,1.186555,1.174215,over,0,3.314855876,2.157427938,EUR/USD
2020-10-08 09:00:00,1,-1.524953271,6,1.062588502,Double Top,1.17546,1.17814,0,1.167577857,1.180662143,none,0,3.125177004,2.062588502,EUR/USD
2020-10-08 17:00:00,1,-1.545858934,10,1.439498433,Double Bottom,1.17572,1.17244,0,1.184558571,1.170161429,none,0,3.878996865,2.439498433,EUR/USD
2020-10-12 13:00:00,1,0.9118860104,5,1.160621762,Double Bottom,1.18102,1.17862,0,1.187887857,1.176552143,none,1,3.321243523,2.160621762,EUR/USD
2020-10-13 17:00:00,1,-2.132706817,20,0.5929847783,Double Bottom,1.17427,1.17299,0,1.178988571,1.170831429,none,0,2.185969557,1.592984778,EUR/USD
2020-10-14 09:00:00,1,-1.058399149,5,1.764884569,Double Bottom,1.17607,1.17192,0,1.186721429,1.169568571,none,0,4.529769137,2.764884569,EUR/USD
2020-10-16 09:00:00,1,-1.5914446,5,1.727910238,Double Bottom,1.1732,1.1688,1,1.184546429,1.166253571,over,0,4.455820477,2.727910238,EUR/USD
2020-10-27 05:00:00,1,1.592248996,4,1.060240964,Double Top,1.18089,1.18353,1,1.17312,1.18602,none,0,3.120481928,2.060240964,EUR/USD
2020-10-27 09:00:00,1,2.466286065,4,1.327808471,Double Bottom,1.18265,1.17956,0,1.191157143,1.177232857,none,0,3.655616943,2.327808471,EUR/USD
2020-10-30 09:00:00,0,-1.948509185,5,1.62223269,Double Bottom,1.16988,1.16496,0,1.182752857,1.161927143,none,0,4.244465379,2.62223269,EUR/USD
2020-11-04 02:00:00,0,-2.605110334,25,3.43194232,Double Top,1.16582,1.17704,0,1.140110714,1.180309286,below,1,7.863884641,4.43194232,EUR/USD
2020-11-04 06:00:00,0,-1.836444963,10,1.990276157,Double Bottom,1.1675,1.16019,1,1.185792857,1.156517143,none,0,4.980552314,2.990276157,EUR/USD
2020-11-08 22:00:00,1,3.499302663,4,0.2003260279,Double Top,1.18868,1.18947,1,1.183156429,1.193413571,none,0,1.400652056,1.200326028,EUR/USD
2020-11-09 10:00:00,1,3.808809154,5,0.8960434445,Double Bottom,1.18924,1.18594,0,1.199522857,1.182257143,over,0,2.792086889,1.896043445,EUR/USD
2020-11-09 22:00:00,1,1.889920182,13,0.8221208666,Double Bottom,1.18256,1.17947,0,1.192498571,1.175711429,none,0,2.644241733,1.822120867,EUR/USD
2020-11-10 10:00:00,1,1.460560711,4,0.845804541,Double Bottom,1.18097,1.17791,1,1.190707857,1.174292143,none,0,2.691609082,1.845804541,EUR/USD
2020-11-10 18:00:00,1,1.567964934,4,0.885410144,Double Top,1.18124,1.18427,0,1.171757857,1.187692143,none,0,2.770820288,1.885410144,EUR/USD
2020-11-13 10:00:00,1,1.917653631,15,0.5139664804,Double Top,1.18201,1.18339,0,1.176565,1.186075,none,0,2.027932961,1.51396648,EUR/USD
2020-11-16 14:00:00,1,3.340626312,8,1.641007698,Double Bottom,1.18413,1.18078,1,1.192871429,1.178738571,none,0,4.282015395,2.641007698,EUR/USD
2020-11-17 02:00:00,1,4.09487328,7,0.6538740043,Double Top,1.18556,1.18685,0,1.181007143,1.188822857,below,0,2.307748009,1.653874004,EUR/USD
2020-11-18 02:00:00,1,4.215088738,6,1.391416586,Double Bottom,1.18728,1.1842,0,1.195653571,1.181986429,over,0,3.782833172,2.391416586,EUR/USD
2020-11-18 10:00:00,1,3.225897133,6,1.419450192,Double Top,1.18589,1.18932,0,1.176613571,1.191736429,none,0,3.838900384,2.419450192,EUR/USD
2020-11-18 14:00:00,1,3.687671687,4,0.8096385542,Double Bottom,1.1869,1.18498,0,1.193111429,1.182608571,over,0,2.619277108,1.809638554,EUR/USD
